Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,Session,GP,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed
0 days 00:45:03.518000,RUS,63,-1.7161015951078078,12.0,3.0,,,-1.1910622147360765,-0.6047511592229968,-0.28359276050914684,0 days 00:44:08.222000,0 days 00:44:36.545000,0 days 00:45:03.518000,214.0,248.0,274.0,288.0,False,SOFT,9.0,False,Mercedes,0 days 00:43:42.053000,2025-05-16 12:00:12.166,1,,False,,False,True,FP1,Emilia Romagna Grand_Prix,-0.8589660014598575,-0.8545809934125673,1008.0,False,0.7493771675212092,153,2.8
0 days 00:46:25.116000,RUS,63,-1.6951477860952016,13.0,3.0,,,-1.186308968148885,-0.5924669045525166,-0.280701194638889,0 days 00:45:29.703000,0 days 00:45:58.120000,0 days 00:46:25.116000,216.0,250.0,274.0,287.0,False,SOFT,10.0,False,Mercedes,0 days 00:45:03.518000,2025-05-16 12:01:33.631,1,,False,,False,True,FP1,Emilia Romagna Grand_Prix,-0.8407747055601108,-0.907477388975919,1008.0,False,0.7493771675212092,149,3.6
0 days 00:47:37.887000,PIA,81,2.1746898889173205,12.0,2.0,,,1.9805415705678378,0.34244328600721674,0.5677848078989617,0 days 00:46:28.571000,0 days 00:47:04.142000,0 days 00:47:37.887000,167.0,218.0,179.0,220.0,False,SOFT,3.0,True,McLaren,0 days 00:45:51.726000,2025-05-16 12:02:21.839,1,,False,,False,True,FP1,Emilia Romagna Grand_Prix,-0.8407747055601108,-0.907477388975919,1008.0,False,0.7493771675212092,149,3.6
0 days 00:47:46.766000,RUS,63,-1.6869553194135798,14.0,3.0,,,-1.211857668555042,-0.5692052308147992,-0.285730004848033,0 days 00:46:51.215000,0 days 00:47:19.810000,0 days 00:47:46.766000,,249.0,275.0,284.0,False,SOFT,11.0,False,Mercedes,0 days 00:46:25.116000,2025-05-16 12:02:55.229,1,,False,,False,True,FP1,Emilia Romagna Grand_Prix,-0.8407747055601108,-0.907477388975919,1008.0,False,0.7493771675212092,149,3.6
0 days 00:48:00.406000,NOR,4,-1.964553901971576,11.0,3.0,,,-1.6839144702455549,-0.8339701240317436,-0.05277037190942895,0 days 00:47:05.028000,0 days 00:47:31.597000,0 days 00:48:00.406000,226.0,256.0,160.0,285.0,False,SOFT,2.0,True,McLaren,0 days 00:46:40.518000,2025-05-16 12:03:10.631,1,,False,,False,True,FP1,Emilia Romagna Grand_Prix,-0.8407747055601108,-0.8545809934125673,1007.9,False,0.6833111535649776,128,3.2
0 days 00:48:23.325000,LAW,30,-2.3744923309249857,14.0,3.0,,,-1.703224534506023,-0.802083335312625,-0.402398401700178,0 days 00:47:30.484000,0 days 00:47:57.297000,0 days 00:48:23.325000,226.0,255.0,281.0,287.0,True,SOFT,2.0,True,Racing Bulls,0 days 00:47:06.039000,2025-05-16 12:03:36.152,1,,False,,False,True,FP1,Emilia Romagna Grand_Prix,-0.8407747055601108,-0.8545809934125673,1007.9,False,0.6833111535649776,128,3.2
0 days 00:49:07.918000,RUS,63,-1.7654139426337179,15.0,3.0,,,-1.2691937055130469,-0.6257912124352024,-0.26963781217877164,0 days 00:48:12.672000,0 days 00:48:40.834000,0 days 00:49:07.918000,,250.0,276.0,284.0,False,SOFT,12.0,False,Mercedes,0 days 00:47:46.766000,2025-05-16 12:04:16.879,1,,False,,False,True,FP1,Emilia Romagna Grand_Prix,-0.8225834096603635,-0.8016845978492158,1007.9,False,0.6833111535649776,125,2.5
0 days 00:50:29.108000,RUS,63,-1.7594271400586878,16.0,3.0,,,-1.3090021456807805,-0.6238309590303385,-0.24989973210788077,0 days 00:49:33.690000,0 days 00:50:01.867000,0 days 00:50:29.108000,218.0,249.0,274.0,286.0,False,SOFT,13.0,False,Mercedes,0 days 00:49:07.918000,2025-05-16 12:05:38.031,1,,False,,False,True,FP1,Emilia Romagna Grand_Prix,-0.8407747055601108,-0.8016845978492158,1007.9,False,0.6833111535649776,125,2.5
0 days 00:51:27.459000,BEA,87,-2.3492847411353837,11.0,4.0,,,-1.6455914196363195,-0.8137141721814837,-0.3954837876626048,0 days 00:50:34.652000,0 days 00:51:01.376000,0 days 00:51:27.459000,226.0,256.0,280.0,290.0,True,SOFT,2.0,True,Haas F1 Team,0 days 00:50:10.013000,2025-05-16 12:06:40.126,1,,False,,False,True,FP1,Emilia Romagna Grand_Prix,-0.8407747055601108,-0.907477388975919,1007.8,False,0.6568847479824845,108,3.8
0 days 00:51:40.422000,BOR,5,-2.3472366244649776,15.0,4.0,,,-1.7284761570004812,-0.7785602944542588,-0.3925922217923465,0 days 00:50:47.323000,0 days 00:51:14.316000,0 days 00:51:40.422000,230.0,255.0,280.0,290.0,False,SOFT,5.0,False,Kick Sauber,0 days 00:50:22.963000,2025-05-16 12:06:53.076,1,,False,,False,True,FP1,Emilia Romagna Grand_Prix,-0.8407747055601108,-0.907477388975919,1007.8,False,0.6568847479824845,108,3.8
0 days 00:51:51.473000,RUS,63,-1.5743089025412957,17.0,3.0,,,-1.2778089649523323,-0.6106319194375887,-0.128076804791363,0 days 00:50:54.985000,0 days 00:51:23.263000,0 days 00:51:51.473000,215.0,251.0,275.0,288.0,False,SOFT,14.0,False,Mercedes,0 days 00:50:29.108000,2025-05-16 12:06:59.221,1,,False,,False,True,FP1,Emilia Romagna Grand_Prix,-0.8407747055601108,-0.907477388975919,1007.8,False,0.6568847479824845,108,3.8
0 days 00:51:55.378000,OCO,31,-2.2919374743640377,12.0,3.0,,,-1.624498887905654,-0.7935889038915481,-0.3780086721858284,0 days 00:51:02.278000,0 days 00:51:29.156000,0 days 00:51:55.378000,224.0,255.0,276.0,292.0,True,SOFT,2.0,True,Haas F1 Team,0 days 00:50:37.568000,2025-05-16 12:07:07.681,1,,False,,False,True,FP1,Emilia Romagna Grand_Prix,-0.8407747055601108,-0.907477388975919,1007.8,False,0.6568847479824845,108,3.8
0 days 00:52:03.576000,HUL,27,-2.278073299979757,15.0,4.0,,,-1.5674599288593491,-0.7841796875482018,-0.40013543710606303,0 days 00:51:10.580000,0 days 00:51:37.530000,0 days 00:52:03.576000,220.0,254.0,279.0,290.0,False,SOFT,5.0,False,Kick Sauber,0 days 00:50:45.678000,2025-05-16 12:07:15.791,1,,False,,False,True,FP1,Emilia Romagna Grand_Prix,-0.8225834096603635,-0.907477388975919,1007.9,False,0.6304583423999924,126,3.0
0 days 00:54:53.895000,ANT,12,-1.6185797321092836,14.0,5.0,,,-1.2172050709656332,-0.5638472048415046,-0.23405897994907646,0 days 00:53:57.892000,0 days 00:54:26.528000,0 days 00:54:53.895000,207.0,249.0,274.0,281.0,False,SOFT,8.0,False,Mercedes,0 days 00:53:31.811000,2025-05-16 12:10:01.924,1,,False,,False,True,FP1,Emilia Romagna Grand_Prix,-0.8043921137606161,-0.8545809934125673,1008.0,False,0.5908187340262528,101,2.6
0 days 00:55:57.250000,HAD,6,-2.3185629910793044,13.0,3.0,,,-1.6761904445413678,-0.792020701167657,-0.3788887139724288,0 days 00:55:04.145000,0 days 00:55:31.035000,0 days 00:55:57.250000,220.0,255.0,282.0,289.0,True,SOFT,4.0,False,Racing Bulls,0 days 00:54:39.609000,2025-05-16 12:11:09.722,1,,False,,False,True,FP1,Emilia Romagna Grand_Prix,-0.8043921137606161,-0.907477388975919,1008.0,False,0.6965243563562241,128,2.7
0 days 00:56:00.457000,LEC,16,0.14752702752473262,16.0,4.0,,,-1.7148105730623042,-0.02922075955497,0.8715249445312704,0 days 00:54:51.569000,0 days 00:55:24.296000,0 days 00:56:00.457000,228.0,187.0,281.0,220.0,False,SOFT,5.0,False,Ferrari,0 days 00:54:27.163000,2025-05-16 12:10:57.276,1,,False,,False,True,FP1,Emilia Romagna Grand_Prix,-0.8225834096603635,-0.907477388975919,1008.0,False,0.6965243563562241,128,2.7
0 days 00:56:15.783000,ANT,12,-1.6494590296015463,15.0,5.0,,,-1.2567164332216672,-0.5667222431686381,-0.2392135104134493,0 days 00:55:19.843000,0 days 00:55:48.457000,0 days 00:56:15.783000,213.0,250.0,274.0,284.0,False,SOFT,9.0,False,Mercedes,0 days 00:54:53.895000,2025-05-16 12:11:24.008,1,,False,,False,True,FP1,Emilia Romagna Grand_Prix,-0.8225834096603635,-0.907477388975919,1008.0,False,0.6965243563562241,128,2.7
0 days 00:57:37.607000,ANT,12,-1.6595420655173883,16.0,5.0,,,-1.2683024717779483,-0.5658074582463686,-0.24323655858076462,0 days 00:56:41.692000,0 days 00:57:10.313000,0 days 00:57:37.607000,212.0,249.0,274.0,283.0,False,SOFT,10.0,False,Mercedes,0 days 00:56:15.783000,2025-05-16 12:12:45.896,1,,False,,False,True,FP1,Emilia Romagna Grand_Prix,-0.8225834096603635,-1.0132701801026223,1008.0,False,0.6833111535649776,124,3.4
0 days 00:58:05.465000,TSU,22,-2.3634640103920357,14.0,5.0,,,-1.7611547272874266,-0.771634065757073,-0.39837535353286263,0 days 00:57:12.359000,0 days 00:57:39.405000,0 days 00:58:05.465000,228.0,258.0,281.0,291.0,True,SOFT,4.0,False,Red Bull Racing,0 days 00:56:48.109000,2025-05-16 12:13:18.222,1,,False,,False,True,FP1,Emilia Romagna Grand_Prix,-0.8407747055601108,-0.9603737845392706,1008.1,False,0.670097950773731,138,4.0
0 days 00:58:11.813000,BEA,87,-2.3191931808240454,14.0,5.0,,,-1.6105362260557772,-0.8054811078810556,-0.39422658511031855,0 days 00:57:18.933000,0 days 00:57:45.720000,0 days 00:58:11.813000,223.0,257.0,280.0,291.0,False,SOFT,5.0,False,Haas F1 Team,0 days 00:56:54.176000,2025-05-16 12:13:24.289,1,,False,,False,True,FP1,Emilia Romagna Grand_Prix,-0.8407747055601108,-0.9603737845392706,1008.1,False,0.670097950773731,138,4.0
0 days 00:58:24.687000,OCO,31,-2.315254494919419,15.0,4.0,,,-1.644106030077822,-0.7899297642024691,-0.39183790026097526,0 days 00:57:31.669000,0 days 00:57:58.575000,0 days 00:58:24.687000,220.0,253.0,280.0,290.0,True,SOFT,5.0,False,Haas F1 Team,0 days 00:57:07.025000,2025-05-16 12:13:37.138,1,,False,,False,True,FP1,Emilia Romagna Grand_Prix,-0.8407747055601108,-0.9603737845392706,1008.1,False,0.670097950773731,138,4.0
0 days 00:58:41.535000,ALB,23,1.3483535861269162,18.0,2.0,,,1.2351730901137798,0.4821440119938477,0.08941923675412261,0 days 00:57:34.955000,0 days 00:58:11.595000,0 days 00:58:41.535000,195.0,161.0,283.0,269.0,False,SOFT,8.0,True,Williams,0 days 00:57:00.619000,2025-05-16 12:13:30.732,1,,False,,False,True,FP1,Emilia Romagna Grand_Prix,-0.8407747055601108,-0.9603737845392706,1008.1,False,0.670097950773731,138,4.0
0 days 00:58:47.167000,LAW,30,-2.3095827872167605,17.0,4.0,,,-1.6750021328945703,-0.7958105244170605,-0.3685796530436832,0 days 00:57:54.009000,0 days 00:58:20.870000,0 days 00:58:47.167000,225.0,255.0,280.0,289.0,False,SOFT,5.0,False,Racing Bulls,0 days 00:57:29.469000,2025-05-16 12:13:59.582,1,,False,,False,True,FP1,Emilia Romagna Grand_Prix,-0.8407747055601108,-0.9603737845392706,1008.1,False,0.670097950773731,138,4.0
0 days 00:58:59.638000,ANT,12,-1.626929746227089,17.0,5.0,,,-1.1922505263828749,-0.5776996622358755,-0.2379563078611635,0 days 00:58:03.772000,0 days 00:58:32.302000,0 days 00:58:59.638000,210.0,251.0,273.0,286.0,False,SOFT,11.0,False,Mercedes,0 days 00:57:37.607000,2025-05-16 12:14:07.720,1,,False,,False,True,FP1,Emilia Romagna Grand_Prix,-0.8407747055601108,-0.9603737845392706,1008.1,False,0.670097950773731,138,4.0
0 days 01:00:21.373000,ANT,12,-1.6735637873378544,18.0,5.0,,,-1.1883885135307808,-0.6080182482311036,-0.24763676751376582,0 days 00:59:25.816000,0 days 00:59:54.114000,0 days 01:00:21.373000,,251.0,273.0,283.0,False,SOFT,12.0,False,Mercedes,0 days 00:58:59.638000,2025-05-16 12:15:29.751,1,,False,,False,True,FP1,Emilia Romagna Grand_Prix,-0.8225834096603635,-0.9603737845392706,1007.9,False,0.6304583423999924,144,3.8
0 days 01:00:49.524000,COL,43,-2.3607857039768887,17.0,7.0,,,-1.6946092750667374,-0.7869240423150112,-0.40969017650343703,0 days 00:59:56.625000,0 days 01:00:23.554000,0 days 01:00:49.524000,223.0,255.0,281.0,289.0,True,SOFT,4.0,False,Alpine,0 days 00:59:32.151000,2025-05-16 12:16:02.264,1,,False,,False,True,FP1,Emilia Romagna Grand_Prix,-0.8225834096603635,-0.9603737845392706,1007.9,False,0.6304583423999924,144,3.8
0 days 01:01:42.933000,ANT,12,-1.7011345886702316,19.0,5.0,,,-1.1869031239722836,-0.6182115659363955,-0.2604602335470835,0 days 01:00:47.556000,0 days 01:01:15.776000,0 days 01:01:42.933000,212.0,251.0,273.0,283.0,False,SOFT,13.0,False,Mercedes,0 days 01:00:21.373000,2025-05-16 12:16:51.486,1,,False,,False,True,FP1,Emilia Romagna Grand_Prix,-0.8043921137606161,-0.9603737845392706,1008.0,False,0.6304583423999924,128,2.3
0 days 01:03:04.787000,ANT,12,-1.6548156424318377,20.0,5.0,,,-1.2344355898442045,-0.5987397154480811,-0.2221155557023592,0 days 01:02:08.956000,0 days 01:02:37.325000,0 days 01:03:04.787000,213.0,250.0,275.0,285.0,False,SOFT,14.0,False,Mercedes,0 days 01:01:42.933000,2025-05-16 12:18:13.046,1,,False,,False,True,FP1,Emilia Romagna Grand_Prix,-0.8043921137606161,-0.907477388975919,1008.0,False,0.7890167758949479,125,2.2
0 days 01:03:19.149000,NOR,4,-1.447798311284727,17.0,4.0,,,-0.7285119062199478,-0.539278695500544,-0.32822345111530143,0 days 01:02:23.707000,0 days 01:02:52.531000,0 days 01:03:19.149000,200.0,253.0,277.0,287.0,False,SOFT,8.0,False,McLaren,0 days 01:01:55.981000,2025-05-16 12:18:26.094,1,,False,,False,True,FP1,Emilia Romagna Grand_Prix,-0.8043921137606161,-0.907477388975919,1008.0,False,0.7890167758949479,125,2.2
0 days 01:03:28.988000,RUS,63,-1.7307535066730149,20.0,4.0,,,-1.1667018259767168,-0.6135069577647221,-0.29717054807383614,0 days 01:02:33.867000,0 days 01:03:02.123000,0 days 01:03:28.988000,214.0,250.0,275.0,285.0,False,SOFT,5.0,False,Mercedes,0 days 01:02:07.616000,2025-05-16 12:18:37.729,1,,False,,False,True,FP1,Emilia Romagna Grand_Prix,-0.8043921137606161,-0.907477388975919,1008.0,False,0.7890167758949479,125,2.2
0 days 01:03:34.463000,PIA,81,-2.0143388918060414,17.0,3.0,,,-1.4403105826519618,-0.6664337996960463,-0.35676194905219466,0 days 01:02:40.221000,0 days 01:03:08.072000,0 days 01:03:34.463000,220.0,255.0,280.0,285.0,False,SOFT,8.0,False,McLaren,0 days 01:02:14.891000,2025-05-16 12:18:45.004,1,,False,,False,True,FP1,Emilia Romagna Grand_Prix,-0.8043921137606161,-0.907477388975919,1008.0,False,0.7890167758949479,125,2.2
0 days 01:04:14.055000,BOR,5,-1.6946751437866465,18.0,5.0,,,-1.2899891593320123,-0.5927282716731654,-0.23619622428796266,0 days 01:03:18.290000,0 days 01:03:46.705000,0 days 01:04:14.055000,217.0,249.0,276.0,275.0,False,SOFT,8.0,False,Kick Sauber,0 days 01:02:52.454000,2025-05-16 12:19:22.567,1,,False,,False,True,FP1,Emilia Romagna Grand_Prix,-0.7680095219611222,-0.9603737845392706,1008.0,False,0.7890167758949479,124,2.3
0 days 01:04:38.594000,NOR,4,-2.03434741620154,18.0,4.0,,,-1.4097115577469124,-0.6915250432783037,-0.3615393187508812,0 days 01:03:44.582000,0 days 01:04:12.241000,0 days 01:04:38.594000,217.0,254.0,280.0,283.0,False,SOFT,9.0,False,McLaren,0 days 01:03:19.149000,2025-05-16 12:19:49.262,1,,False,,False,True,FP1,Emilia Romagna Grand_Prix,-0.7680095219611222,-0.9603737845392706,1008.0,False,0.7890167758949479,124,2.3
0 days 01:04:42.854000,HUL,27,-1.9031104018594203,18.0,5.0,,,-1.3006839641531938,-0.706553652715593,-0.28849585046306214,0 days 01:03:48.376000,0 days 01:04:15.920000,0 days 01:04:42.854000,219.0,252.0,276.0,279.0,False,MEDIUM,12.0,False,Kick Sauber,0 days 01:03:22.576000,2025-05-16 12:19:52.689,1,,False,,False,True,FP1,Emilia Romagna Grand_Prix,-0.7680095219611222,-0.9603737845392706,1008.0,False,0.7890167758949479,124,2.3
0 days 01:04:50.451000,RUS,63,-1.7164166899801794,21.0,4.0,,,-1.2151255255837363,-0.6081489317914275,-0.2703921337101433,0 days 01:03:55.076000,0 days 01:04:23.373000,0 days 01:04:50.451000,215.0,249.0,276.0,287.0,False,SOFT,6.0,False,Mercedes,0 days 01:03:28.988000,2025-05-16 12:19:59.101,1,,False,,False,True,FP1,Emilia Romagna Grand_Prix,-0.7680095219611222,-0.9603737845392706,1008.0,False,0.7890167758949479,124,2.3
0 days 01:04:53.630000,PIA,81,-2.0781456034609724,18.0,3.0,,,-1.4560557119720348,-0.7292925922120136,-0.3405440361277045,0 days 01:03:59.740000,0 days 01:04:27.110000,0 days 01:04:53.630000,223.0,256.0,281.0,288.0,False,SOFT,9.0,False,McLaren,0 days 01:03:34.463000,2025-05-16 12:20:04.576,1,,False,,False,True,FP1,Emilia Romagna Grand_Prix,-0.7680095219611222,-0.9603737845392706,1008.0,False,0.7890167758949479,124,2.3
0 days 01:05:27.302000,ALO,14,-1.696408165584681,17.0,3.0,,,-1.2418625376366916,-0.6089330331533731,-0.24235651679416467,0 days 01:04:31.710000,0 days 01:05:00.001000,0 days 01:05:27.302000,216.0,252.0,278.0,283.0,False,SOFT,8.0,False,Aston Martin,0 days 01:04:05.712000,2025-05-16 12:20:35.825,1,,False,,False,True,FP1,Emilia Romagna Grand_Prix,-0.7862008178608695,-0.9603737845392706,1008.0,False,0.7890167758949479,124,2.3
0 days 01:05:36.158000,BOR,5,-1.6155863308217697,19.0,5.0,,,-1.207698577791249,-0.5707734335386904,-0.2290301697399324,0 days 01:04:40.168000,0 days 01:05:08.751000,0 days 01:05:36.158000,211.0,246.0,275.0,274.0,False,SOFT,9.0,False,Kick Sauber,0 days 01:04:14.055000,2025-05-16 12:20:44.168,1,,False,,False,True,FP1,Emilia Romagna Grand_Prix,-0.7862008178608695,-0.9603737845392706,1008.0,False,0.7890167758949479,124,2.3
0 days 01:05:53.872000,LEC,16,-1.880108476176408,19.0,5.0,,,-1.3384128589390316,-0.6401664040708706,-0.3180401104417841,0 days 01:04:59.121000,0 days 01:05:27.173000,0 days 01:05:53.872000,221.0,252.0,276.0,281.0,False,SOFT,8.0,False,Ferrari,0 days 01:04:33.448000,2025-05-16 12:21:03.561,1,,False,,False,True,FP1,Emilia Romagna Grand_Prix,-0.7862008178608695,-0.9603737845392706,1008.0,False,0.7890167758949479,124,2.3
0 days 01:05:57.342000,NOR,4,-2.144157979222493,19.0,4.0,,,-1.5038852557556555,-0.7337358332630387,-0.36870537329891195,0 days 01:05:03.710000,0 days 01:05:31.046000,0 days 01:05:57.342000,223.0,255.0,279.0,282.0,False,SOFT,10.0,False,McLaren,0 days 01:04:38.594000,2025-05-16 12:21:08.707,1,,False,,False,True,FP1,Emilia Romagna Grand_Prix,-0.7862008178608695,-0.9603737845392706,1008.0,False,0.7890167758949479,124,2.3
0 days 01:06:04.282000,HUL,27,-1.7219308502466544,19.0,5.0,,,-1.2121547464667417,-0.6217400220651501,-0.26297463865165555,0 days 01:05:08.952000,0 days 01:05:37.145000,0 days 01:06:04.282000,214.0,246.0,276.0,275.0,False,MEDIUM,13.0,False,Kick Sauber,0 days 01:04:42.854000,2025-05-16 12:21:12.967,1,,False,,False,True,FP1,Emilia Romagna Grand_Prix,-0.8043921137606161,-0.907477388975919,1008.0,False,0.7229507619387162,120,4.0
0 days 01:06:11.942000,RUS,63,-1.7120053617669981,22.0,4.0,,,-1.250774874987677,-0.5920748538715438,-0.26724912732942796,0 days 01:05:16.419000,0 days 01:05:44.839000,0 days 01:06:11.942000,217.0,250.0,276.0,287.0,False,SOFT,7.0,False,Mercedes,0 days 01:04:50.451000,2025-05-16 12:21:20.564,1,,False,,False,True,FP1,Emilia Romagna Grand_Prix,-0.8043921137606161,-0.907477388975919,1008.0,False,0.7229507619387162,120,4.0
0 days 01:06:12.436000,PIA,81,-2.1350202279237633,19.0,3.0,,,-1.5309193457203107,-0.7356960866679021,-0.3480872514414206,0 days 01:05:18.655000,0 days 01:05:45.976000,0 days 01:06:12.436000,226.0,256.0,286.0,290.0,False,SOFT,10.0,False,McLaren,0 days 01:04:53.630000,2025-05-16 12:21:23.743,1,,False,,False,True,FP1,Emilia Romagna Grand_Prix,-0.8043921137606161,-0.907477388975919,1008.0,False,0.7229507619387162,120,4.0
0 days 01:06:46.531000,STR,18,-1.9738492007064938,19.0,4.0,,,-1.5329988911022066,-0.6629053435672912,-0.28862157071829087,0 days 01:05:51.720000,0 days 01:06:19.598000,0 days 01:06:46.531000,220.0,250.0,276.0,280.0,False,SOFT,9.0,False,Aston Martin,0 days 01:05:26.702000,2025-05-16 12:21:56.815,1,,False,,False,True,FP1,Emilia Romagna Grand_Prix,-0.8043921137606161,-0.907477388975919,1008.0,False,0.7229507619387162,120,4.0
0 days 01:06:47.568000,ALO,14,-1.9050009710936404,18.0,3.0,,,-1.4768511657910002,-0.6482687848109747,-0.2715236160072008,0 days 01:05:52.509000,0 days 01:06:20.499000,0 days 01:06:47.568000,219.0,252.0,278.0,282.0,False,SOFT,9.0,False,Aston Martin,0 days 01:05:27.302000,2025-05-16 12:21:57.415,1,,False,,False,True,FP1,Emilia Romagna Grand_Prix,-0.8043921137606161,-0.907477388975919,1008.0,False,0.7229507619387162,120,4.0
0 days 01:06:57.550000,BOR,5,-1.727602557949315,20.0,5.0,,,-1.2825622115395239,-0.6093250838343459,-0.2496482915974237,0 days 01:06:02.019000,0 days 01:06:30.307000,0 days 01:06:57.550000,214.0,246.0,275.0,273.0,False,SOFT,10.0,False,Kick Sauber,0 days 01:05:36.158000,2025-05-16 12:22:06.271,1,,False,,False,True,FP1,Emilia Romagna Grand_Prix,-0.8043921137606161,-0.907477388975919,1008.0,False,0.7229507619387162,120,4.0
0 days 01:07:14.983000,LEC,16,-1.771873387517303,20.0,5.0,,,-1.313755392267972,-0.5941657908367322,-0.2863586061241759,0 days 01:06:19.628000,0 days 01:06:48.032000,0 days 01:07:14.983000,212.0,248.0,276.0,276.0,False,SOFT,9.0,False,Ferrari,0 days 01:05:53.872000,2025-05-16 12:22:23.985,1,,False,,False,True,FP1,Emilia Romagna Grand_Prix,-0.7680095219611222,-0.9603737845392706,1008.0,False,0.7493771675212092,130,3.5
0 days 01:07:16.386000,NOR,4,-2.09752393811173,20.0,4.0,,,-1.5181449955172313,-0.7109968937666176,-0.347332929910049,0 days 01:06:22.410000,0 days 01:06:49.920000,0 days 01:07:16.386000,,254.0,277.0,282.0,False,SOFT,11.0,False,McLaren,0 days 01:05:57.342000,2025-05-16 12:22:27.455,1,,False,,False,True,FP1,Emilia Romagna Grand_Prix,-0.7680095219611222,-0.9603737845392706,1008.0,False,0.7493771675212092,130,3.5
0 days 01:07:22.837000,HAM,44,-1.8939726505606904,19.0,5.0,,,-1.3309859111465434,-0.6544109121462144,-0.31854299146269865,0 days 01:06:28.199000,0 days 01:06:56.142000,0 days 01:07:22.837000,217.0,251.0,276.0,282.0,False,SOFT,8.0,False,Ferrari,0 days 01:06:02.501000,2025-05-16 12:22:32.614,1,,False,,False,True,FP1,Emilia Romagna Grand_Prix,-0.7680095219611222,-0.9603737845392706,1008.0,False,0.7493771675212092,130,3.5
0 days 01:07:24.899000,HUL,27,-1.8497018209927003,20.0,5.0,,,-1.3297975994997449,-0.6546722792668632,-0.28346704025391806,0 days 01:06:29.984000,0 days 01:06:57.925000,0 days 01:07:24.899000,218.0,247.0,275.0,277.0,False,MEDIUM,14.0,False,Kick Sauber,0 days 01:06:04.282000,2025-05-16 12:22:34.395,1,,False,,False,True,FP1,Emilia Romagna Grand_Prix,-0.7680095219611222,-0.9603737845392706,1008.0,False,0.7493771675212092,130,3.5
0 days 01:07:31.138000,PIA,81,-2.151405161287005,20.0,3.0,,,-1.5573592798615663,-0.7140026156540759,-0.37084261763779813,0 days 01:06:37.372000,0 days 01:07:04.859000,0 days 01:07:31.138000,221.0,257.0,282.0,292.0,False,SOFT,11.0,False,McLaren,0 days 01:06:12.436000,2025-05-16 12:22:42.549,1,,False,,False,True,FP1,Emilia Romagna Grand_Prix,-0.7680095219611222,-0.9603737845392706,1008.0,False,0.7493771675212092,130,3.5
0 days 01:07:35.570000,RUS,63,-1.3753264906396212,23.0,4.0,,,-1.0888674131114464,-0.5733871047451754,-0.08508047750318046,0 days 01:06:38.455000,0 days 01:07:07.018000,0 days 01:07:35.570000,212.0,251.0,275.0,286.0,False,SOFT,8.0,False,Mercedes,0 days 01:06:11.942000,2025-05-16 12:22:42.055,1,,False,,False,True,FP1,Emilia Romagna Grand_Prix,-0.7680095219611222,-0.9603737845392706,1008.0,False,0.7493771675212092,130,3.5
0 days 01:07:59.436000,BEA,87,-1.9410793339800088,17.0,6.0,,,-1.380597922400361,-0.674405496875826,-0.31590286610289786,0 days 01:07:04.930000,0 days 01:07:32.720000,0 days 01:07:59.436000,218.0,253.0,278.0,281.0,False,MEDIUM,11.0,False,Haas F1 Team,0 days 01:06:39.399000,2025-05-16 12:23:09.512,1,,False,,False,True,FP1,Emilia Romagna Grand_Prix,-0.7680095219611222,-0.9603737845392706,1008.0,False,0.7493771675212092,130,3.5
0 days 01:08:06.733000,STR,18,-1.9150840070094826,20.0,4.0,,,-1.4887342822589802,-0.6318026562101181,-0.29038165429149126,0 days 01:07:11.698000,0 days 01:07:39.814000,0 days 01:08:06.733000,219.0,252.0,278.0,282.0,False,SOFT,10.0,False,Aston Martin,0 days 01:06:46.531000,2025-05-16 12:23:16.644,1,,False,,False,True,FP1,Emilia Romagna Grand_Prix,-0.7680095219611222,-0.9603737845392706,1008.0,False,0.7493771675212092,130,3.5
0 days 01:08:07.809000,ALO,14,-1.9089396569982666,19.0,3.0,,,-1.4925962951110743,-0.6297117192449297,-0.2858557251032618,0 days 01:07:12.722000,0 days 01:07:40.854000,0 days 01:08:07.809000,,254.0,277.0,284.0,False,SOFT,10.0,False,Aston Martin,0 days 01:06:47.568000,2025-05-16 12:23:17.681,1,,False,,False,True,FP1,Emilia Romagna Grand_Prix,-0.7680095219611222,-0.9603737845392706,1008.0,False,0.7493771675212092,130,3.5
0 days 01:08:18.887000,BOR,5,-1.7362676669394899,21.0,5.0,,,-1.3095963015041792,-0.607234146869158,-0.24713388649285123,0 days 01:07:23.320000,0 days 01:07:51.624000,0 days 01:08:18.887000,215.0,247.0,275.0,275.0,False,SOFT,11.0,False,Kick Sauber,0 days 01:06:57.550000,2025-05-16 12:23:27.663,1,,False,,False,True,FP1,Emilia Romagna Grand_Prix,-0.7680095219611222,-0.9603737845392706,1008.0,False,0.7493771675212092,130,3.5
